ProductId,week,month,on_sale,units_sold,source
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,26,7,1,11,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,27,7,0,10,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,28,7,0,6,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,29,8,1,13,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,30,8,0,10,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,31,8,0,9,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,32,8,0,10,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,33,9,0,6,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,34,9,0,7,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,35,9,0,10,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,36,9,0,8,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,37,10,0,9,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,38,10,1,13,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,39,10,1,11,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,40,10,0,9,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,41,11,0,15,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,42,11,0,16,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,43,11,0,14,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,44,11,0,13,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,45,12,0,12,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,46,12,0,12,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,47,12,0,13,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,48,12,0,12,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,49,1,1,13,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,50,1,0,5,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,51,1,0,8,synthetic
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,52,1,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,1,1,0,7,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,2,1,1,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,3,1,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,4,1,1,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,5,2,0,6,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,6,2,0,6,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,7,2,0,2,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,8,2,0,7,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,9,3,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,10,3,0,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,11,3,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,12,3,1,15,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,13,4,1,13,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,14,4,0,6,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,15,4,0,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,16,4,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,17,5,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,18,5,0,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,19,5,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,20,5,0,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,21,6,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,22,6,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,23,6,0,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,24,6,0,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,25,7,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,26,7,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,27,7,0,12,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,28,7,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,29,8,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,30,8,0,7,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,31,8,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,32,8,0,9,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,33,9,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,34,9,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,35,9,0,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,36,9,0,13,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,37,10,0,7,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,38,10,0,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,39,10,0,10,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,40,10,0,11,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,41,11,0,14,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,42,11,0,15,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,43,11,0,14,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,44,11,0,12,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,45,12,0,15,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,46,12,0,12,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,47,12,0,15,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,48,12,0,15,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,49,1,0,5,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,50,1,0,7,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,51,1,0,8,synthetic
12145a8f-1493-4cd5-b4e6-15edabfc3da7,52,1,0,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,1,1,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,2,1,1,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,3,1,0,7,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,4,1,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,5,2,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,6,2,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,7,2,1,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,8,2,0,0,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,9,3,1,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,10,3,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,11,3,0,1,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,12,3,0,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,13,4,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,14,4,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,15,4,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,16,4,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,17,5,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,18,5,0,7,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,19,5,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,20,5,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,21,6,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,22,6,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,23,6,0,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,24,6,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,25,7,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,26,7,1,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,27,7,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,28,7,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,29,8,0,1,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,30,8,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,31,8,0,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,32,8,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,33,9,0,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,34,9,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,35,9,0,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,36,9,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,37,10,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,38,10,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,39,10,0,3,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,40,10,1,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,41,11,0,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,42,11,0,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,43,11,1,9,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,44,11,0,9,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,45,12,0,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,46,12,0,6,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,47,12,0,7,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,48,12,0,7,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,49,1,0,2,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,50,1,1,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,51,1,1,4,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,52,1,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,1,1,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,2,1,0,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,3,1,0,3,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,4,1,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,5,2,0,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,6,2,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,7,2,0,3,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,8,2,0,3,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,9,3,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,10,3,0,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,11,3,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,12,3,0,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,13,4,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,14,4,1,10,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,15,4,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,16,4,0,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,17,5,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,18,5,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,19,5,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,20,5,1,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,21,6,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,22,6,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,23,6,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,24,6,0,3,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,25,7,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,26,7,0,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,27,7,1,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,28,7,1,10,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,29,8,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,30,8,0,1,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,31,8,0,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,32,8,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,33,9,1,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,34,9,1,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,35,9,1,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,36,9,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,37,10,1,10,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,38,10,1,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,39,10,0,4,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,40,10,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,41,11,1,13,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,42,11,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,43,11,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,44,11,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,45,12,0,9,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,46,12,0,12,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,47,12,0,8,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,48,12,0,7,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,49,1,0,6,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,50,1,0,1,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,51,1,0,5,synthetic
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,52,1,0,5,synthetic
19c89a5c-9a4e-432b-aab0-0acfc656d39a,16,4,0,1,real
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,15,4,0,18,real
1ec8d967-1b45-4ccf-82cc-fabb83828ea8,16,4,0,3,real
751bb1d2-8e67-45ec-8d8a-9a608d6c35ac,16,4,0,6,real
